x,t,ts
3.7146435,0.08,0.7182455
3.7246559,0.08,0.7230818
3.7346685,0.08,0.72813225
3.744681,0.08,0.73339534
3.7546935,0.08,0.7388754
3.764706,0.08,0.74457073
3.7747185,0.08,0.7504847
3.784731,0.08,0.75661874
3.7947435,0.08,0.762975
3.804756,0.08,0.7695515
3.8147686,0.08,0.7763512
3.824781,0.08,0.78337336
3.8347936,0.08,0.7906194
3.8448062,0.08,0.79808974
3.8548188,0.08,0.80578303
3.8648312,0.08,0.8137016
3.8748438,0.08,0.8218427
3.8848562,0.08,0.83021
3.8948689,0.08,0.83879995
3.9048812,0.08,0.8476107
3.9148939,0.08,0.8566451
3.9249063,0.08,0.8658998
3.9349189,0.08,0.87537265
3.9449313,0.08,0.8850658
3.954944,0.08,0.8949754
3.9649563,0.08,0.90510035
3.974969,0.08,0.9154377
3.9849813,0.08,0.92598605
3.994994,0.08,0.9367435
4.005006,0.08,0.947706
4.0150185,0.08,0.9588721
4.025031,0.08,0.9702375
4.0350432,0.08,0.9817972
4.045056,0.08,0.99355125
4.0550685,0.08,1.0054944
4.065081,0.08,1.0176208
4.0750933,0.08,1.0299258
4.0851064,0.08,1.0424085
4.095119,0.08,1.055058
4.1051316,0.08,1.0678701
4.115144,0.08,1.080842
4.1251564,0.08,1.093962
4.135169,0.08,1.1072302
4.1451817,0.08,1.1206334
4.155194,0.08,1.1341677
4.1652064,0.08,1.1478252
4.175219,0.08,1.1615946
4.1852317,0.08,1.1754718
4.195244,0.08,1.1894431
4.2052565,0.08,1.2035055
4.215269,0.08,1.2176433
4.2252817,0.08,1.2318516
4.235294,0.08,1.2461174
4.2453065,0.08,1.2604315
4.255319,0.08,1.2747838
4.2653317,0.08,1.2891617
4.275344,0.08,1.3035548
4.2853565,0.08,1.3179538
4.295369,0.08,1.3323426
4.305382,0.08,1.3467147
4.315394,0.08,1.3610556
4.325407,0.08,1.3753562
4.3354197,0.08,1.3895998
4.3454323,0.08,1.4037793
4.3554444,0.08,1.4178803
4.365457,0.08,1.4318933
4.3754697,0.08,1.4458039
4.3854823,0.08,1.4596055
4.3954945,0.08,1.4732823
4.405507,0.08,1.4868231
4.4155197,0.08,1.5002205
4.4255323,0.08,1.5134642
4.4355445,0.08,1.5265384
4.445557,0.08,1.5394406
4.4555697,0.08,1.5521598
4.4655824,0.08,1.5646832
4.4755945,0.08,1.5770059
4.485607,0.08,1.5891166
4.49562,0.08,1.6010108
4.5056324,0.08,1.6126795
4.5156446,0.08,1.624116
4.525657,0.08,1.6353159
4.53567,0.08,1.6462727
4.5456824,0.08,1.6569777
4.5556946,0.08,1.6674314
4.565707,0.08,1.6776259
4.57572,0.08,1.6875587
4.5857325,0.08,1.6972296
4.5957446,0.08,1.70663
4.605757,0.08,1.7157624
4.61577,0.08,1.7246206
4.6257825,0.08,1.7332063
4.6357946,0.08,1.7415171
4.6458073,0.08,1.7495539
4.65582,0.08,1.7573082
4.6658325,0.08,1.7647939
4.6758447,0.08,1.772001
4.6858573,0.08,1.778929
4.69587,0.08,1.7855849
4.7058825,0.08,1.7919638
4.7158947,0.08,1.7980723
4.7259073,0.08,1.8039017
4.73592,0.08,1.809464
4.7459326,0.08,1.8147516
4.7559447,0.08,1.8197727
4.7659574,0.08,1.8245256
4.77597,0.08,1.8290141
4.7859826,0.08,1.833235
4.7959948,0.08,1.8371894
4.8060074,0.08,1.8408844
4.81602,0.08,1.8443136
4.8260326,0.08,1.8474824
4.836045,0.08,1.8503921
4.8460574,0.08,1.8530428
4.85607,0.08,1.855432
4.8660827,0.08,1.8575635
4.876095,0.08,1.8594394
4.8861074,0.08,1.8610573
4.89612,0.08,1.8624156
4.9061327,0.08,1.8635178
4.916145,0.08,1.8643572
4.9261575,0.08,1.864943
4.93617,0.08,1.8652663
4.9461827,0.08,1.8653331
4.956195,0.08,1.8651335
4.9662075,0.08,1.8646765
4.97622,0.08,1.8639565
4.9862328,0.08,1.8629694
4.996245,0.08,1.8617191
5.0062575,0.08,1.8602028
5.01627,0.08,1.8584149
5.026283,0.08,1.8563573
5.036295,0.08,1.8540287
5.0463076,0.08,1.8514242
5.05632,0.08,1.8485475
5.066333,0.08,1.8453884
5.076345,0.08,1.8419566
5.0863576,0.08,1.838243
5.09637,0.08,1.8342421
5.106383,0.08,1.829962
5.116395,0.08,1.8253932
5.1264076,0.08,1.8205407
5.1364202,0.08,1.8153949
5.146433,0.08,1.809962
5.156445,0.08,1.8042402
5.1664577,0.08,1.7982233
5.1764703,0.08,1.7919159
5.186483,0.08,1.7853181
5.196495,0.08,1.7784207
5.206508,0.08,1.7712352
5.216521,0.08,1.7637534
5.2265334,0.08,1.75598
5.2365456,0.08,1.747916
5.246558,0.08,1.7395594
5.256571,0.08,1.7309151
5.2665834,0.08,1.7219806
5.2765956,0.08,1.7127597
5.286608,0.08,1.7032595
5.296621,0.08,1.6934736
5.3066335,0.08,1.6834123
5.3166456,0.08,1.6730804
5.3266582,0.08,1.6624744
5.336671,0.08,1.6516032
5.3466835,0.08,1.6404727
5.3566957,0.08,1.6290891
5.3667083,0.08,1.6174474
5.376721,0.08,1.6055679
5.3867335,0.08,1.5934529
5.3967457,0.08,1.5811052
5.4067583,0.08,1.5685339
5.416771,0.08,1.5557477
5.4267836,0.08,1.5427537
5.4367957,0.08,1.529562
5.446809,0.08,1.5161836
5.4568214,0.08,1.5026257
5.466834,0.08,1.4888978
5.476846,0.08,1.4750104
5.486859,0.08,1.4609773
5.4968715,0.08,1.4468017
5.506884,0.08,1.4325044
5.5168962,0.08,1.4180942
5.526909,0.08,1.4035809
5.5369215,0.08,1.3889751
5.546934,0.08,1.3742938
5.5569463,0.08,1.3595488
5.566959,0.08,1.3447504
5.5769715,0.08,1.3299158
5.586984,0.08,1.3150554
5.5969963,0.08,1.3001802
5.607009,0.08,1.2853112
5.6170216,0.08,1.270453
5.627034,0.08,1.2556243
5.6370463,0.08,1.2408388
5.647059,0.08,1.2261059
5.6570716,0.08,1.211443
5.667084,0.08,1.1968579
5.6770964,0.08,1.1823723
5.687109,0.08,1.1679893
5.6971216,0.08,1.1537247
5.7071342,0.08,1.1395907
5.7171464,0.08,1.1256013
5.727159,0.08,1.1117649
5.7371716,0.08,1.0980935
5.7471843,0.08,1.0845962
5.7571964,0.08,1.0712867
5.767209,0.08,1.0581703
5.7772217,0.08,1.0452569
5.7872343,0.08,1.0325592
5.7972465,0.08,1.0200799
5.807259,0.08,1.0078306
5.8172717,0.08,0.99581575
5.8272843,0.08,0.98404264
5.8372965,0.08,0.9725187
5.847309,0.08,0.9612453
5.8573217,0.08,0.9502332
5.8673344,0.08,0.9394798
5.8773465,0.08,0.92899156
5.887359,0.08,0.91877365
5.897372,0.08,0.9088242
5.9073844,0.08,0.899148
5.9173965,0.08,0.8897424
5.927409,0.08,0.88061404
5.937422,0.08,0.8717587
5.9474344,0.08,0.86317635
5.9574466,0.08,0.85486746
5.967459,0.08,0.84682894
5.977472,0.08,0.8390603
5.9874845,0.08,0.83156013
5.9974966,0.08,0.8243227
6.007509,0.08,0.81734633
6.017522,0.08,0.81062937
6.0275345,0.08,0.8041656
6.0375466,0.08,0.7979536
6.0475593,0.08,0.7919836
6.057572,0.08,0.78625655
6.0675845,0.08,0.780766
6.0775967,0.08,0.775506
6.0876093,0.08,0.7704711
6.097622,0.08,0.76565623
6.1076345,0.08,0.7610564
6.1176467,0.08,0.7566633
6.1276593,0.08,0.7524736
6.137672,0.08,0.7484801
6.1476846,0.08,0.7446792
6.1576967,0.08,0.74106216
6.1677094,0.08,0.737623
6.177722,0.08,0.7343559
6.1877346,0.08,0.73125696
6.1977468,0.08,0.72831607
6.2077594,0.08,0.725533
6.217772,0.08,0.7228961
6.2277846,0.08,0.7204027
6.237797,0.08,0.7180474
6.24781,0.08,0.7158227
6.2578225,0.08,0.71372366
6.267835,0.08,0.7117467
6.2778473,0.08,0.7098837
6.28786,0.08,0.70813036
6.2978725,0.08,0.70648265
6.307885,0.08,0.7049358
6.3178973,0.08,0.70348334
6.32791,0.08,0.70212173
6.3379226,0.08,0.7008474
6.347935,0.08,0.6996553
6.3579473,0.08,0.69854116
6.36796,0.08,0.6975012
6.3779726,0.08,0.6965308
6.387985,0.08,0.69562674
6.3979974,0.08,0.69478655
6.40801,0.08,0.6940057
6.4180226,0.08,0.6932826
6.4280353,0.08,0.6926124
6.4380474,0.08,0.6919911
6.44806,0.08,0.6914203
6.4580727,0.08,0.69089365
6.4680853,0.08,0.69040966
6.4780974,0.08,0.68996453
6.48811,0.08,0.68955874
6.4981227,0.08,0.6891892
6.5081353,0.08,0.6888528
6.5181475,0.08,0.68854856
6.52816,0.08,0.6882744
6.5381727,0.08,0.68803
6.5481853,0.08,0.6878114
6.5581975,0.08,0.6876199
6.56821,0.08,0.6874511
6.5782228,0.08,0.68730545
6.5882354,0.08,0.68718123
6.5982475,0.08,0.6870785
6.60826,0.08,0.6869941
6.618273,0.08,0.68692875
6.6282854,0.08,0.68688154
6.6382976,0.08,0.68685055
6.6483107,0.08,0.6868353
6.6583233,0.08,0.6868355
6.668336,0.08,0.68685055
6.678348,0.08,0.68687916
6.6883607,0.08,0.6869216
6.6983733,0.08,0.6869767
6.708386,0.08,0.68704367
6.718398,0.08,0.68712306
6.7284107,0.08,0.6872134
6.7384233,0.08,0.687315
6.748436,0.08,0.6874275
6.758448,0.08,0.687551
6.7684608,0.08,0.6876848
6.7784734,0.08,0.68782616
6.788486,0.08,0.6879797
6.798498,0.08,0.68814087
6.808511,0.08,0.688313
6.8185234,0.08,0.68849254
6.828536,0.08,0.68868136
6.838548,0.08,0.688879
6.848561,0.08,0.68908453
6.8585734,0.08,0.68929935
6.868586,0.08,0.68952155
6.878598,0.08,0.6897509
6.888611,0.08,0.6899891
6.8986235,0.08,0.69023514
6.908636,0.08,0.69048834
6.9186482,0.08,0.6907494
6.928661,0.08,0.6910181
6.9386735,0.08,0.69129467
6.948686,0.08,0.6915772
6.9586983,0.08,0.6918676
6.968711,0.08,0.6921654
6.9787235,0.08,0.69246864
6.988736,0.08,0.692781
6.9987483,0.08,0.69309807
7.008761,0.08,0.6934233
7.0187736,0.08,0.6937549
7.028786,0.08,0.6940923
7.0387983,0.08,0.694437
7.048811,0.08,0.694788
7.0588236,0.08,0.6951442
7.068836,0.08,0.695508
7.0788484,0.08,0.69587755
7.088861,0.08,0.69625235
7.0988736,0.08,0.69663477
7.1088862,0.08,0.6970215
7.1188984,0.08,0.6974139
7.128911,0.08,0.69781303
7.1389236,0.08,0.6982169
7.1489363,0.08,0.6986263
7.1589484,0.08,0.69904137
7.168961,0.08,0.699461
7.1789737,0.08,0.6998868
7.1889863,0.08,0.7003164
7.1989985,0.08,0.7007525
7.209011,0.08,0.7011919
7.2190237,0.08,0.70163727
7.2290363,0.08,0.702086
7.2390485,0.08,0.70254064
7.249061,0.08,0.70299864
7.2590737,0.08,0.70346165
7.2690864,0.08,0.7039294
7.2790985,0.08,0.7043996
7.289111,0.08,0.704875
7.299124,0.08,0.7053542
7.3091364,0.08,0.70583844
7.3191485,0.08,0.7063246
7.329161,0.08,0.7068143
7.339174,0.08,0.70730925
7.3491864,0.08,0.70780754
7.3591986,0.08,0.70830727
7.3692117,0.08,0.70881176
7.3792243,0.08,0.7093196
7.389237,0.08,0.70982933
7.399249,0.08,0.7103429
7.4092617,0.08,0.7108598
7.4192743,0.08,0.7113795
7.429287,0.08,0.7119007
7.439299,0.08,0.7124262
7.4493117,0.08,0.7129533
7.4593244,0.08,0.71348333
7.469337,0.08,0.71401477
7.479349,0.08,0.71455
7.489362,0.08,0.71508646
7.4993744,0.08,0.71562624
7.509387,0.08,0.71616817
7.519399,0.08,0.71671104
7.529412,0.08,0.7172563
7.5394244,0.08,0.7178037
7.549437,0.08,0.7183533
7.559449,0.08,0.718904
7.569462,0.08,0.71945643
7.5794744,0.08,0.72001123
7.589487,0.08,0.7205682
7.599499,0.08,0.7211256
7.609512,0.08,0.72168493
7.6195245,0.08,0.7222457
7.629537,0.08,0.72280836
7.6395493,0.08,0.7233715
7.649562,0.08,0.723938
7.6595745,0.08,0.72450423
7.669587,0.08,0.7250712
7.6795993,0.08,0.72564054
7.689612,0.08,0.72620964
7.6996245,0.08,0.7267823
7.709637,0.08,0.727355
7.7196493,0.08,0.7279284
7.729662,0.08,0.7285023
7.7396746,0.08,0.7290783
7.749687,0.08,0.7296548
7.7596993,0.08,0.73023224
7.769712,0.08,0.7308111
7.7797246,0.08,0.73139095
7.789737,0.08,0.73197055
7.7997494,0.08,0.7325518
7.809762,0.08,0.7331333
7.8197746,0.08,0.7337165
7.8297873,0.08,0.73429966
7.8397994,0.08,0.7348838
7.8498125,0.08,0.7354686
7.859825,0.08,0.7360544
7.8698378,0.08,0.7366414
7.87985,0.08,0.73722744
7.8898625,0.08,0.7378144
7.899875,0.08,0.73840284
7.909888,0.08,0.738992
7.9199,0.08,0.73958063
7.9299126,0.08,0.7401705
7.939925,0.08,0.7407603
7.949938,0.08,0.7413502
7.95995,0.08,0.7419417
7.9699626,0.08,0.7425332
7.979975,0.08,0.74312496
7.989988,0.08,0.74371624
8.0,0.08,0.7443085
0.0,0.099999994,0.9070325
0.010012516,0.099999994,0.9352071
0.020025032,0.099999994,0.96295166
0.030037548,0.099999994,0.9902265
0.040050063,0.099999994,1.0169969
0.05006258,0.099999994,1.0432401
0.060075097,0.099999994,1.0689402
0.07008761,0.099999994,1.0940838
0.08010013,0.099999994,1.1186686
0.09011264,0.099999994,1.1426935
0.10012516,0.099999994,1.1661637
0.11013767,0.099999994,1.1890864
0.12015019,0.099999994,1.2114742
0.1301627,0.099999994,1.2333374
0.14017522,0.099999994,1.2546911
0.15018773,0.099999994,1.2755489
0.16020025,0.099999994,1.2959275
0.17021278,0.099999994,1.3158422
0.18022528,0.099999994,1.3353071
0.1902378,0.099999994,1.3543379
0.20025031,0.099999994,1.3729484
0.21026284,0.099999994,1.3911538
0.22027534,0.099999994,1.4089646
0.23028786,0.099999994,1.4263949
0.24030039,0.099999994,1.4434538
0.2503129,0.099999994,1.4601548
0.26032543,0.099999994,1.4765034
0.27033794,0.099999994,1.492512
0.28035045,0.099999994,1.5081873
0.29036295,0.099999994,1.5235374
0.3003755,0.099999994,1.5385709
0.310388,0.099999994,1.5532918
0.3204005,0.099999994,1.5677068
0.330413,0.099999994,1.5818212
0.34042555,0.099999994,1.5956404
0.35043806,0.099999994,1.60917
0.36045057,0.099999994,1.6224132
0.37046307,0.099999994,1.6353748
0.3804756,0.099999994,1.6480584
0.39048812,0.099999994,1.6604679
0.40050063,0.099999994,1.6726062
0.41051313,0.099999994,1.6844769
0.42052567,0.099999994,1.6960847
0.43053818,0.099999994,1.7074308
0.44055068,0.099999994,1.7185199
0.4505632,0.099999994,1.7293534
0.46057573,0.099999994,1.7399361
0.47058824,0.099999994,1.7502701
0.48060077,0.099999994,1.7603598
0.49061328,0.099999994,1.7702069
0.5006258,0.099999994,1.7798166
0.5106383,0.099999994,1.7891917
0.52065086,0.099999994,1.7983344
0.5306634,0.099999994,1.8072515
0.5406759,0.099999994,1.815944
0.5506884,0.099999994,1.8244176
0.5607009,0.099999994,1.8326769
0.5707134,0.099999994,1.8407235
0.5807259,0.099999994,1.848567
0.5907384,0.099999994,1.8562078
0.600751,0.099999994,1.8636527
0.6107635,0.099999994,1.8709059
0.620776,0.099999994,1.8779719
0.6307885,0.099999994,1.8848584
0.640801,0.099999994,1.891566
0.6508135,0.099999994,1.898103
0.660826,0.099999994,1.9044743
0.67083853,0.099999994,1.9106839
0.6808511,0.099999994,1.9167364
0.6908636,0.099999994,1.9226353
0.7008761,0.099999994,1.9283857
0.7108886,0.099999994,1.9339881
0.72090113,0.099999994,1.9394493
0.73091364,0.099999994,1.9447682
0.74092615,0.099999994,1.9499483
0.75093865,0.099999994,1.9549904
0.7609512,0.099999994,1.9598892
0.7709637,0.099999994,1.964649
0.78097624,0.099999994,1.969264
0.79098874,0.099999994,1.973728
0.80100125,0.099999994,1.9780383
0.81101376,0.099999994,1.9821861
0.82102627,0.099999994,1.9861615
0.8310388,0.099999994,1.9899518
0.84105134,0.099999994,1.9935462
0.85106385,0.099999994,1.9969294
0.86107635,0.099999994,2.0000837
0.87108886,0.099999994,2.0029871
0.88110137,0.099999994,2.0056233
0.8911139,0.099999994,2.0079637
0.9011264,0.099999994,2.009984
0.9111389,0.099999994,2.01166
0.92115146,0.099999994,2.0129607
0.93116397,0.099999994,2.0138545
0.9411765,0.099999994,2.0143108
0.951189,0.099999994,2.0142992
0.96120155,0.099999994,2.013783
0.97121406,0.099999994,2.0127335
0.98122656,0.099999994,2.0111165
0.9912391,0.099999994,2.0089025
1.0012516,0.099999994,2.0060596
1.0112641,0.099999994,2.0025618
1.0212766,0.099999994,1.998385
1.0312891,0.099999994,1.9935062
1.0413016,0.099999994,1.9879098
1.0513141,0.099999994,1.9815805
1.0613266,0.099999994,1.9745123
1.0713391,0.099999994,1.9666991
1.0813516,0.099999994,1.9581447
1.0913641,0.099999994,1.9488597
1.1013767,0.099999994,1.9388585
1.1113892,0.099999994,1.928158
1.1214018,0.099999994,1.9167874
1.1314143,0.099999994,1.9047801
1.1414268,0.099999994,1.8921709
1.1514393,0.099999994,1.8790069
1.1614518,0.099999994,1.8653362
1.1714643,0.099999994,1.8512087
1.1814768,0.099999994,1.8366842
1.1914895,0.099999994,1.8218203
1.2015018,0.099999994,1.8066778
1.2115144,0.099999994,1.7913232
1.2215269,0.099999994,1.7758212
1.2315394,0.099999994,1.7602339
1.2415519,0.099999994,1.7446289
1.2515644,0.099999994,1.7290668
1.2615769,0.099999994,1.7136161
1.2715895,0.099999994,1.6983309
1.281602,0.099999994,1.6832728
1.2916145,0.099999994,1.6684937
1.301627,0.099999994,1.6540444
1.3116395,0.099999994,1.6399727
1.321652,0.099999994,1.6263218
1.3316646,0.099999994,1.6131277
1.3416771,0.099999994,1.6004248
1.3516896,0.099999994,1.5882425
1.3617022,0.099999994,1.5766006
1.3717147,0.099999994,1.5655184
1.3817272,0.099999994,1.5550065
1.3917397,0.099999994,1.5450702
1.4017522,0.099999994,1.5357132
1.4117647,0.099999994,1.526927
1.4217772,0.099999994,1.5187035
1.4317899,0.099999994,1.5110254
1.4418023,0.099999994,1.5038712
1.4518148,0.099999994,1.4972181
1.4618273,0.099999994,1.4910324
1.4718398,0.099999994,1.485282
1.4818523,0.099999994,1.4799256
1.4918648,0.099999994,1.4749238
1.5018773,0.099999994,1.4702291
1.5118899,0.099999994,1.4657938
1.5219024,0.099999994,1.4615703
1.531915,0.099999994,1.4575047
1.5419275,0.099999994,1.4535456
1.55194,0.099999994,1.4496403
1.5619525,0.099999994,1.4457362
1.571965,0.099999994,1.441781
1.5819775,0.099999994,1.4377241
1.59199,0.099999994,1.4335153
1.6020025,0.099999994,1.429107
1.612015,0.099999994,1.4244576
1.6220275,0.099999994,1.4195218
1.63204,0.099999994,1.4142637
1.6420525,0.099999994,1.408649
1.652065,0.099999994,1.4026461
1.6620775,0.099999994,1.3962293
1.67209,0.099999994,1.3893778
1.6821027,0.099999994,1.3820724
1.6921152,0.099999994,1.3743024
1.7021277,0.099999994,1.3660593
1.7121402,0.099999994,1.3573415
1.7221527,0.099999994,1.3481488
1.7321652,0.099999994,1.3384914
1.7421777,0.099999994,1.3283765
1.7521904,0.099999994,1.3178222
1.7622027,0.099999994,1.3068488
1.7722152,0.099999994,1.2954779
1.7822278,0.099999994,1.2837367
1.7922403,0.099999994,1.271656
1.8022528,0.099999994,1.2592688
1.8122653,0.099999994,1.2466083
1.8222778,0.099999994,1.2337132
1.8322904,0.099999994,1.2206197
1.8423029,0.099999994,1.2073684
1.8523154,0.099999994,1.193995
1.8623279,0.099999994,1.1805401
1.8723404,0.099999994,1.1670408
1.882353,0.099999994,1.1535335
1.8923655,0.099999994,1.1400523
1.902378,0.099999994,1.126632
1.9123905,0.099999994,1.1133006
1.9224031,0.099999994,1.1000881
1.9324156,0.099999994,1.0870204
1.9424281,0.099999994,1.0741186
1.9524406,0.099999994,1.0614035
1.9624531,0.099999994,1.048892
1.9724656,0.099999994,1.0365994
1.9824781,0.099999994,1.0245352
1.9924908,0.099999994,1.0127099
2.0025032,0.099999994,1.0011292
2.0125158,0.099999994,0.98979735
2.0225282,0.099999994,0.9787173
2.0325408,0.099999994,0.9678879
2.0425532,0.099999994,0.95730925
2.0525658,0.099999994,0.9469781
2.0625782,0.099999994,0.936887
2.0725908,0.099999994,0.92703533
2.0826032,0.099999994,0.91741514
2.0926158,0.099999994,0.90801954
2.1026282,0.099999994,0.89884067
2.1126409,0.099999994,0.8898716
2.1226532,0.099999994,0.88110495
2.1326659,0.099999994,0.8725321
2.1426783,0.099999994,0.86414576
2.152691,0.099999994,0.85593677
2.1627035,0.099999994,0.84790087
2.1727161,0.099999994,0.84002924
2.1827285,0.099999994,0.83231497
2.1927412,0.099999994,0.82475233
2.2027535,0.099999994,0.8173361
2.2127662,0.099999994,0.81006026
2.2227786,0.099999994,0.80292153
2.2327912,0.099999994,0.7959151
2.2428036,0.099999994,0.7890382
2.2528162,0.099999994,0.78228927
2.2628286,0.099999994,0.77566457
2.2728412,0.099999994,0.7691641
2.2828536,0.099999994,0.76278806
2.2928662,0.099999994,0.75653267
2.3028786,0.099999994,0.7504034
2.3128912,0.099999994,0.74439716
2.3229036,0.099999994,0.7385192
2.3329163,0.099999994,0.73276997
2.3429286,0.099999994,0.72715163
2.3529413,0.099999994,0.72166824
2.3629537,0.099999994,0.71632195
2.3729663,0.099999994,0.71111727
2.3829787,0.099999994,0.70605993
2.3929913,0.099999994,0.7011509
2.4030037,0.099999994,0.6963978
2.4130163,0.099999994,0.6918025
2.4230287,0.099999994,0.68737125
2.4330413,0.099999994,0.6831093
2.4430537,0.099999994,0.679018
2.4530663,0.099999994,0.6751065
2.4630787,0.099999994,0.6713743
2.4730914,0.099999994,0.6678271
2.483104,0.099999994,0.6644702
2.4931166,0.099999994,0.6613035
2.503129,0.099999994,0.6583333
2.5131416,0.099999994,0.65555954
2.523154,0.099999994,0.65298414
2.5331666,0.099999994,0.6506095
2.543179,0.099999994,0.6484349
2.5531917,0.099999994,0.64646196
2.563204,0.099999994,0.6446867
2.5732167,0.099999994,0.643111
2.583229,0.099999994,0.6417308
2.5932417,0.099999994,0.64054346
2.603254,0.099999994,0.6395464
2.6132667,0.099999994,0.6387334
2.623279,0.099999994,0.6381006
2.6332917,0.099999994,0.6376412
2.643304,0.099999994,0.6373489
2.6533167,0.099999994,0.63721704
2.6633291,0.099999994,0.6372378
2.6733418,0.099999994,0.6374028
2.6833541,0.099999994,0.6377001
2.6933668,0.099999994,0.6381259
2.7033792,0.099999994,0.6386666
2.7133918,0.099999994,0.63931227
2.7234044,0.099999994,0.6400542
2.733417,0.099999994,0.64087915
2.7434294,0.099999994,0.64177823
2.753442,0.099999994,0.6427398
2.7634544,0.099999994,0.6437521
2.773467,0.099999994,0.6448064
2.7834795,0.099999994,0.6458907
2.793492,0.099999994,0.64699244
2.8035045,0.099999994,0.6481037
2.813517,0.099999994,0.6492119
2.8235295,0.099999994,0.6503105
2.833542,0.099999994,0.6513872
2.8435545,0.099999994,0.6524341
2.8535671,0.099999994,0.6534443
2.8635795,0.099999994,0.6544068
2.8735921,0.099999994,0.6553159
2.8836045,0.099999994,0.65616536
2.8936172,0.099999994,0.6569483
2.9036295,0.099999994,0.6576569
2.9136422,0.099999994,0.6582904
2.9236546,0.099999994,0.6588416
2.9336672,0.099999994,0.659307
2.9436796,0.099999994,0.65968513
2.9536922,0.099999994,0.6599734
2.9637046,0.099999994,0.66016865
2.9737172,0.099999994,0.6602707
2.9837296,0.099999994,0.6602788
2.9937422,0.099999994,0.6601927
3.0037546,0.099999994,0.6600137
3.0137672,0.099999994,0.6597438
3.0237796,0.099999994,0.65938234
3.0337923,0.099999994,0.65893364
3.043805,0.099999994,0.6583996
3.0538175,0.099999994,0.65778255
3.06383,0.099999994,0.6570866
3.0738425,0.099999994,0.6563158
3.083855,0.099999994,0.6554744
3.0938675,0.099999994,0.6545677
3.10388,0.099999994,0.6535988
3.1138926,0.099999994,0.6525736
3.123905,0.099999994,0.65149736
3.1339176,0.099999994,0.6503763
3.14393,0.099999994,0.6492152
3.1539426,0.099999994,0.64802027
3.163955,0.099999994,0.64679813
3.1739676,0.099999994,0.6455548
3.18398,0.099999994,0.64429617
3.1939926,0.099999994,0.64302826
3.204005,0.099999994,0.64175797
3.2140176,0.099999994,0.64049196
3.22403,0.099999994,0.6392362
3.2340426,0.099999994,0.63799787
3.244055,0.099999994,0.6367831
3.2540677,0.099999994,0.6355989
3.26408,0.099999994,0.6344502
3.2740927,0.099999994,0.63334537
3.2841053,0.099999994,0.6322906
3.294118,0.099999994,0.6312928
3.3041303,0.099999994,0.6303563
3.314143,0.099999994,0.6294906
3.3241553,0.099999994,0.6286998
3.334168,0.099999994,0.62799025
3.3441803,0.099999994,0.6273689
3.354193,0.099999994,0.62684155
3.3642054,0.099999994,0.62641525
3.374218,0.099999994,0.62609434
3.3842304,0.099999994,0.6258855
3.394243,0.099999994,0.62579584
3.4042554,0.099999994,0.6258292
3.414268,0.099999994,0.62599206
3.4242804,0.099999994,0.62628984
3.434293,0.099999994,0.62672806
3.4443054,0.099999994,0.62731266
3.454318,0.099999994,0.6280484
3.4643304,0.099999994,0.62893987
3.474343,0.099999994,0.62999415
3.4843554,0.099999994,0.63121367
3.494368,0.099999994,0.6326046
3.5043805,0.099999994,0.634171
3.514393,0.099999994,0.63591766
3.5244055,0.099999994,0.6378503
3.534418,0.099999994,0.63997173
3.5444305,0.099999994,0.6422868
3.5544431,0.099999994,0.64479876
3.5644555,0.099999994,0.6475129
3.5744681,0.099999994,0.6504307
3.5844805,0.099999994,0.6535568
3.5944932,0.099999994,0.65689564
3.6045058,0.099999994,0.66044855
3.6145184,0.099999994,0.6642227
3.6245308,0.099999994,0.66821575
3.6345434,0.099999994,0.6724324
3.6445558,0.099999994,0.67687607
3.6545684,0.099999994,0.68154955
3.6645808,0.099999994,0.6864538
3.6745934,0.099999994,0.6915908
3.6846058,0.099999994,0.6969631
3.6946185,0.099999994,0.7025728
3.7046309,0.099999994,0.7084203
3.7146435,0.099999994,0.71450853
3.7246559,0.099999994,0.7208371
3.7346685,0.099999994,0.7274084
3.744681,0.099999994,0.73422337
3.7546935,0.099999994,0.7412813
3.764706,0.099999994,0.7485833
3.7747185,0.099999994,0.7561307
3.784731,0.099999994,0.76392317
3.7947435,0.099999994,0.77195835
3.804756,0.099999994,0.7802415
3.8147686,0.099999994,0.7887676
3.824781,0.099999994,0.7975397
3.8347936,0.099999994,0.8065522
3.8448062,0.099999994,0.81581116
3.8548188,0.099999994,0.8253107
3.8648312,0.099999994,0.83505154
3.8748438,0.099999994,0.84503126
3.8848562,0.099999994,0.8552499
3.8948689,0.099999994,0.8657048
3.9048812,0.099999994,0.87639666
3.9148939,0.099999994,0.8873215
3.9249063,0.099999994,0.89847636
3.9349189,0.099999994,0.9098606
3.9449313,0.099999994,0.9214699
3.954944,0.099999994,0.933306
3.9649563,0.099999994,0.94536185
3.974969,0.099999994,0.95763683
3.9849813,0.099999994,0.9701266
3.994994,0.099999994,0.9828274
4.005006,0.099999994,0.99573517
4.0150185,0.099999994,1.0088491
4.025031,0.099999994,1.0221617
4.0350432,0.099999994,1.0356691
4.045056,0.099999994,1.0493684
4.0550685,0.099999994,1.0632527
4.065081,0.099999994,1.0773187
4.0750933,0.099999994,1.0915585
4.0851064,0.099999994,1.1059694
4.095119,0.099999994,1.1205432
4.1051316,0.099999994,1.135273
4.115144,0.099999994,1.150152
4.1251564,0.099999994,1.1651738
4.135169,0.099999994,1.1803296
4.1451817,0.099999994,1.1956153
