x,t,tf,ts
0.47919375,0.591,1.0191212,1.008544
0.2242375,0.673,1.0003443,1.0002283
0.18900625,0.422,1.0000073,1.0000166
0.61289686,0.795,1.0181319,1.00934
0.6648531,0.094,3.560043,2.8541806
0.5896125,0.407,1.6755987,1.3872848
0.20193438,0.088,0.9987196,0.99868274
0.2080375,0.845,1.0001224,0.99999475
0.8921125,0.83,1.2587202,1.1619939
0.32277188,0.082,2.4786532,1.3096803
0.53386563,0.468,1.2628254,1.131943
0.7411969,0.362,2.4052474,1.9956925
0.193125,0.508,1.0001843,1.0001458
0.16309687,0.407,0.99996006,1.0000576
0.58546877,0.757,1.0175966,1.0091479
0.08430938,0.825,1.0001191,1.0001096
0.8116281,0.543,1.8340883,1.5633601
0.82860625,0.591,1.7107551,1.473459
0.06155625,0.157,0.99984187,0.9998
0.1824125,0.077,0.99989545,0.9988728
0.6463125,0.234,2.796319,2.2447271
0.49474376,0.661,1.0086107,1.0041751
0.6338594,0.395,1.8960686,1.5525266
0.40527812,0.041,3.5868845,1.9971459
0.49337813,0.455,1.180864,1.0848271
0.535425,0.092,3.397334,2.4543161
0.8292937,0.134,3.5576265,3.0855293
0.9211875,0.872,1.237129,1.1526624
0.21054375,0.55,1.0003009,1.0002062
0.6994187,0.034,3.8539274,3.0658276
0.21560626,0.071,1.0002229,0.9982762
0.9425375,0.145,3.615494,3.2347472
0.18071562,0.374,0.99990094,0.9999372
0.0222125,0.267,1.0000486,0.9998238
0.021190625,0.058,0.9996603,0.99977624
0.36497813,0.47,1.002563,1.0010667
0.20055938,0.937,1.0000265,0.999864
0.6672937,0.976,1.0048323,1.0029163
0.7381,0.992,1.0171802,1.0110047
0.32329375,0.82,1.0001769,1.0000197
0.429875,0.198,2.150138,1.511948
0.44026875,0.21,2.118204,1.5141382
0.86541563,0.935,1.1063163,1.0689682
0.42481875,0.074,3.3015618,2.0075471
0.137875,0.293,0.99979246,0.9999322
0.3465875,0.235,1.252044,1.0752709
0.77031565,0.165,3.3736718,2.8672943
0.0752,0.138,0.99968874,0.99975806
0.793175,0.432,2.2325785,1.875108
0.09609062,0.677,1.0001817,1.0001218
0.7414188,0.943,1.0252538,1.0144639
0.8433625,0.105,3.6674628,3.187431
0.044990625,0.046,0.9993337,0.9996344
0.25704375,0.195,1.0033435,0.998761
0.6048094,0.054,3.708102,2.7965322
0.38826874,0.516,1.0029144,1.0013802
0.46666875,0.097,3.211463,2.1377468
0.84924686,0.472,2.2149835,1.8787562
0.78744376,0.373,2.4811893,2.0825517
0.16825,0.26,0.9998052,0.99984163
0.47769687,0.094,3.2643151,2.2021537
0.8971594,0.505,2.2052386,1.883685
0.79387814,0.25,3.0511696,2.5974126
0.026665624,0.429,0.99996847,0.999897
0.69443125,0.306,2.5476973,2.0851092
0.20077187,0.676,1.0002804,1.0001879
0.3333125,0.632,1.0004399,1.0001132
0.3177,0.723,1.000481,1.0001602
0.8763594,0.169,3.4826891,3.0625014
0.23415,0.736,1.0002706,1.0001796
0.80422187,0.656,1.4572612,1.2875218
0.20969063,0.552,1.0002995,1.0002058
0.30780938,0.836,1.0000694,0.9999682
0.322625,0.984,0.9997313,0.9997816
0.175775,0.722,1.000227,1.0001303
0.3507875,0.496,1.0007193,1.0002232
0.2700031,0.534,1.0002978,1.0002799
0.5974594,0.673,1.0647916,1.0329163
0.3850875,0.626,1.000602,1.0001452
0.37784064,0.881,1.0002167,1.0001227
0.78523123,0.499,1.9288878,1.6298187
0.46779686,0.856,1.0003047,1.0003
0.5582125,0.801,1.0047929,1.0026928
0.34111562,0.261,1.1332747,1.038222
0.3335625,0.08,2.6579847,1.390616
0.7330344,0.16,3.3433228,2.7992272
0.060728125,0.937,0.9999075,1.0000246
0.8939,0.485,2.2763824,1.943667
0.6555625,0.499,1.5400625,1.3192602
0.39109686,0.8,1.0004237,1.000251
0.8735844,0.463,2.3146377,1.9708067
0.774325,0.475,1.9949269,1.6779861
0.4987875,0.771,1.0013589,1.0009007
0.019121874,0.449,0.99998325,0.9999187
0.14490938,0.657,1.0001762,1.0001863
0.41760314,0.287,1.4446124,1.1831667
0.09394062,0.468,1.0000185,1.000121
0.9484438,0.075,3.8091137,3.392501
0.4303,0.209,2.0604072,1.4706858
0.90647185,0.316,2.9872882,2.6009662
0.69170314,0.116,3.486966,2.852638
0.44685626,0.717,1.0008132,1.0005407
0.46245626,0.163,2.6383471,1.827265
0.35821563,0.394,1.013175,1.0043343
0.5578312,0.03,3.8160062,2.6964605
0.83092815,0.536,1.9124742,1.628343
0.1159625,0.33,0.9998387,1.000126
0.83178127,0.365,2.6282804,2.2319956
0.3230031,0.312,1.0152332,1.0036715
0.7348313,0.52,1.7023158,1.4484847
0.19154374,0.296,0.9996243,0.99986327
0.1748125,0.964,0.99994236,0.99987423
0.28577814,0.902,0.99979776,0.9998428
0.6957156,0.043,3.8138359,3.045093
0.48955938,0.474,1.1353551,1.0624893
0.15781875,0.266,0.99981844,0.99981934
0.78902185,0.974,1.037856,1.0247701
0.20903437,0.908,1.000051,0.99990755
0.8904625,0.903,1.159797,1.101857
0.11781875,0.441,0.9999712,1.000219
0.433775,0.203,2.1337836,1.5109551
0.78005624,0.925,1.0493581,1.0286696
0.24604376,0.576,1.0004373,1.0003202
0.5778656,0.225,2.642727,2.043316
0.29274374,0.577,1.0004734,1.000272
0.5268469,0.697,1.0112901,1.0057238
0.21044688,0.997,1.0000023,0.9998214
0.07490312,0.273,0.9999558,1.0000004
0.73184377,0.403,2.184214,1.811607
0.5694625,0.969,1.0009758,1.0004404
0.20461875,0.816,1.0001606,1.000032
0.5891719,0.93,1.0015659,1.0008603
0.39335,0.421,1.031455,1.0117347
0.056134377,0.96,0.99986356,0.9999982
0.6114563,0.528,1.322477,1.1762637
0.6443875,0.817,1.0242007,1.0122702
0.7477813,0.671,1.3012234,1.1780957
0.12972188,0.518,1.0000641,1.000239
0.75486875,0.865,1.0651835,1.0353059
0.9270344,0.518,2.2282534,1.910806
0.01393125,0.508,1.0000799,0.99998987
0.7468906,0.886,1.0484514,1.0260013
0.69769377,0.444,1.891799,1.5749288
0.44009688,0.407,1.1373508,1.0581669
0.8175625,0.093,3.6904223,3.1738575
0.54160935,0.133,3.1355228,2.31624
0.28880313,0.883,0.9998622,0.99986935
0.8256875,0.027,3.9120946,3.2949286
0.41466874,0.54,1.0055805,1.0025843
0.70161563,0.083,3.6444561,2.973548
0.04759375,0.933,0.9998473,1.000009
0.22992812,0.183,0.9999484,0.99973613
0.291475,0.966,0.99964386,0.9997561
0.5717,0.496,1.2977577,1.1564782
0.2405125,0.246,0.99999046,1.0001127
0.65770936,0.067,3.6824653,2.909022
0.14172187,0.384,0.9999032,1.0001256
0.38740313,0.006,3.9372482,1.9434242
0.75860935,0.795,1.1264832,1.0707715
0.08133125,0.267,0.99990803,1.0000145
0.18726562,0.793,1.0001831,1.0000454
0.29646564,0.21,1.047025,1.0082995
0.2123,0.647,1.0003223,1.0002193
0.11829375,0.859,1.0000477,1.0000964
0.69978124,0.791,1.0713165,1.0377926
0.4818406,0.734,1.0014502,1.000962
0.13715312,0.275,0.99978316,0.99989164
0.27582812,0.509,1.0002425,1.0002515
0.0270125,0.566,1.000124,1.0000513
0.08242813,0.602,1.0001554,1.0000838
0.89369065,0.295,3.04655,2.652555
0.37064064,0.306,1.1377604,1.0470656
0.31135625,0.333,1.0034668,1.0005829
0.8445594,0.913,1.1039335,1.0639826
0.19058438,0.745,1.0002315,1.0001112
0.72828126,0.434,2.0325115,1.6916246
0.21224062,0.823,1.0001428,1.000033
0.18417187,0.828,1.0001376,0.99999607
0.92195,0.258,3.2289667,2.8462775
0.21620312,0.375,0.99961865,0.9999388
0.75894374,0.873,1.0632118,1.034387
0.3576,0.12,2.3613303,1.4138517
0.605625,0.242,2.6301305,2.0689592
0.41496876,0.897,1.0002244,1.000354
0.37889063,0.783,1.0004506,1.0001879
0.85917187,0.281,3.0413666,2.6295605
0.0572875,0.547,1.0001104,1.0000134
0.90009373,0.215,3.3516335,2.9547164
0.39156562,0.222,1.6686531,1.2517269
0.5643031,0.645,1.0534738,1.0265057
0.881575,0.542,2.0230925,1.7282656
0.92544377,0.27,3.1909556,2.8102505
0.8749781,0.499,2.1727002,1.85044
0.17378125,0.385,0.99993056,0.99996966
0.79826564,0.674,1.3989502,1.2470077
0.31111875,0.72,1.0004673,1.0001782
0.45570314,0.104,3.119616,2.0548174
0.8557031,0.74,1.3648227,1.2290503
0.18400624,0.699,1.0002512,1.0001575
0.024584375,0.861,0.99985313,1.0000798
0.43221563,0.33,1.3282986,1.1398579
0.23588437,0.673,1.0003955,1.0002546
0.24685313,0.704,1.0003839,1.0002385
0.24150625,0.524,1.0002766,1.000267
0.10643125,0.263,0.99977857,1.000013
0.005296875,0.763,1.0000437,1.000125
0.097046874,0.75,1.0001724,1.0001221
0.495975,0.465,1.1669319,1.0783286
0.08379375,0.694,1.0001969,1.000109
0.20945938,0.001,1.01184,0.9980878
0.5229375,0.913,1.0007057,1.0003563
0.620525,0.694,1.0713277,1.0367752
0.65467185,0.853,1.0183876,1.0091834
0.56865,0.158,3.039817,2.3115332
0.32299063,0.934,0.9998101,0.9998254
0.3902,0.909,1.000174,1.0001804
0.7116156,0.002,3.9916034,3.1132233
0.30972812,0.217,1.0985904,1.0199665
0.7983906,0.91,1.0688385,1.0400882
0.22140312,0.661,1.0003464,1.0002308
0.9116531,0.69,1.6056526,1.407225
0.70184374,0.138,3.3987057,2.8024304
0.52299064,0.315,1.8560817,1.4631646
0.2948125,0.495,1.0001352,1.0002362
0.47775936,0.897,1.0002372,1.0002878
0.16228124,0.859,1.0000496,0.9999844
0.40081564,0.604,1.0010066,1.0004802
0.51589686,0.978,1.0004754,1.000269
0.6067188,0.665,1.0813699,1.0416576
0.28009063,0.021,3.2577605,1.1394497
0.71115,0.223,3.0099316,2.490531
0.58061874,0.045,3.7408178,2.7431767
0.31806874,0.895,0.9998941,0.9998676
0.20375313,0.005,1.0047324,0.9978896
0.008884375,0.086,1.0000731,0.99991894
0.008759375,0.496,1.0000829,0.9999682
0.02073125,0.77,1.0000381,1.000139
0.55956876,0.346,1.849794,1.4833797
0.61349064,0.964,1.001684,1.000991
0.071996875,0.346,0.9999977,1.0000104
0.49219376,0.097,3.2751975,2.2567554
0.69053435,0.137,3.3876815,2.7772558
0.81220627,0.039,3.8694835,3.262644
0.73669374,0.16,3.3485682,2.807999
0.20170313,0.44,1.0000435,1.0000559
0.39838126,0.553,1.0020858,1.0010798
0.40394062,0.238,1.6480471,1.2568392
0.39528126,0.3,1.2643384,1.0999674
0.3312875,0.093,2.4221015,1.3342907
0.5624812,0.544,1.1693026,1.0854455
0.29834062,0.068,2.3464994,1.1837459
0.7743656,0.62,1.4850912,1.303065
0.77030313,0.641,1.419198,1.2577264
0.79639065,0.772,1.205571,1.1206156
0.5280156,0.256,2.246901,1.7091714
0.77409375,0.511,1.8499167,1.5665797
0.5779344,0.099,3.4225278,2.581871
0.7489656,0.089,3.6568527,3.058505
0.6520125,0.753,1.0575117,1.0299078
0.15113126,0.065,1.0003637,0.9997228
0.6788344,0.352,2.2643304,1.8479171
0.4939781,0.406,1.3129498,1.1506027
0.43980312,0.964,1.0000889,1.0003998
0.8821656,0.341,2.8409476,2.4500804
0.22981563,0.88,1.0000194,0.99997467
0.76668435,0.883,1.062657,1.034457
0.4356906,0.477,1.0414643,1.016954
0.76255,0.782,1.145828,1.0824537
0.9083281,0.477,2.3437335,2.0061107
0.70399064,0.514,1.6333704,1.392894
0.2597,0.173,1.0054302,0.99849606
0.09078438,0.713,1.0001907,1.0001187
0.45635626,0.417,1.1614478,1.0710027
0.10682187,0.871,1.0000508,1.0001063
0.6282281,0.956,1.0024775,1.0014488
0.25473124,0.101,1.0157254,1.0007281
0.64268124,0.605,1.2219359,1.120934
0.16102187,0.426,0.9999881,1.0001053
0.54866564,0.688,1.0217648,1.0109301
0.525725,0.22,2.4816163,1.8572139
0.58444685,0.793,1.0102937,1.0054687
0.08051875,0.938,0.9999693,1.0000672
0.1783,0.472,1.0000912,1.0001168
0.5859625,0.681,1.0488786,1.024684
0.0685875,0.503,1.000071,1.0000105
0.32356563,0.333,1.0082655,1.002062
0.253475,0.257,1.0000703,1.0000376
0.7731531,0.338,2.6054034,2.18311
0.7512562,0.864,1.0632169,1.0340992
0.45129374,0.239,1.9626861,1.4527559
0.14682187,0.907,0.9999644,1.0000037
0.7051625,1.0,1.0095906,1.006015
0.4304219,0.973,1.0000879,1.0003688
0.67701876,0.852,1.0269525,1.0135518
0.440125,0.863,1.0001967,1.0003463
0.7682125,0.504,1.8601996,1.572834
0.45055312,0.008,3.9321935,2.2889206
0.12465625,0.267,0.9997626,0.9999411
0.8503406,0.839,1.1867362,1.1124337
0.7727219,0.56,1.6675068,1.4314793
0.8883656,0.467,2.335196,1.9929744
0.26174688,0.344,0.99980295,1.0002656
0.87149376,0.979,1.0885979,1.0626881
0.57738435,0.932,1.0012733,1.000667
0.31255314,0.235,1.0716305,1.015052
0.0149125,0.459,1.0000035,0.9999301
0.5432625,0.176,2.849145,2.1316252
0.32645625,0.741,1.0004616,1.0001255
0.373425,0.656,1.0004642,1.00011
0.2728094,0.558,1.0003786,1.0003037
0.74719065,0.348,2.4890313,2.0690866
0.46765625,0.224,2.1723876,1.5843301
0.7700125,0.057,3.7911074,3.16681
0.7440781,0.432,2.0897436,1.7419808
0.005078125,0.67,1.0002036,1.0001159
0.47677186,0.077,3.39796,2.260372
0.6937031,0.44,1.8962748,1.5767827
0.34908438,0.741,1.0005003,1.0001022
0.5555656,0.937,1.0009656,1.0004437
0.8238438,0.008,3.9738278,3.3028235
0.24759687,0.214,1.0004923,0.99962676
0.67355627,0.77,1.0639155,1.0335077
0.83098125,0.829,1.1746143,1.1034254
0.31149375,0.977,0.99967617,0.9997446
0.17538437,0.707,1.000233,1.0001456
0.8467156,0.136,3.566366,3.110298
0.74784064,0.956,1.0246159,1.0146986
0.2152125,0.012,1.0108371,0.99819094
0.41455,0.351,1.1849718,1.0740197
0.74960315,0.043,3.8351097,3.152404
0.6737281,0.568,1.3786685,1.2191373
0.7030125,0.773,1.0882707,1.0473675
0.78743124,0.813,1.140256,1.080061
0.6095688,0.648,1.1019478,1.0525033
0.36205938,0.434,1.0056381,1.0020791
0.6830781,0.053,3.7637448,2.9996953
0.4672281,0.343,1.4400549,1.2055153
0.35938126,0.646,1.0003991,1.0000877
0.4989,0.267,2.0341306,1.5464305
0.68916565,0.829,1.0418532,1.0214963
0.8691375,0.834,1.21909,1.1343298
0.4593906,0.83,1.0003498,1.0003048
0.2935375,0.121,1.4733758,1.0669289
0.21210937,0.164,1.0001006,0.99968266
0.22330625,0.651,1.0003636,1.0002409
0.15400313,0.368,0.99989086,1.000021
0.33554375,0.632,1.0004231,1.0001055
0.33348438,0.249,1.1313425,1.0352114
0.9472219,0.335,2.986575,2.6173031
0.70545626,0.11,3.529565,2.9049773
0.12328125,0.526,1.0000646,1.0002228
0.515325,0.021,3.8547754,2.5567672
0.23315312,0.476,1.0000728,1.0001733
0.91482186,0.507,2.241117,1.9188398
0.40469062,0.654,1.0007119,1.0002623
0.31409064,0.816,1.0001603,1.0000173
0.686875,0.396,2.0746443,1.7065661
0.10136875,0.572,1.0001087,1.0001364
0.700825,0.005,3.9784775,3.0908895
0.8749625,0.921,1.126212,1.0808713
0.4998344,0.161,2.809269,2.0141978
0.9287813,0.318,3.0187483,2.6414082
0.46809688,0.775,1.0006682,1.0004843
0.19049375,0.376,0.9998699,0.99993914
0.7326437,0.669,1.2755299,1.1606057
0.20312187,0.476,1.0001484,1.0001142
0.4563406,0.46,1.0889518,1.0384591
0.22650938,0.931,0.9999843,0.9999059
0.8243875,0.727,1.3329825,1.2049507
0.27935624,0.847,0.9999846,0.999956
0.0086,0.996,0.99964523,1.0000161
0.061184376,0.365,1.0000165,0.99995124
0.13021563,0.539,1.0000851,1.0002339
0.10931875,0.433,0.99996763,1.000195
0.93329686,0.107,3.7167096,3.3131502
0.14143126,0.039,1.0005434,0.99963534
0.33319375,0.626,1.0004185,1.0001106
0.91116875,0.869,1.2274969,1.1450558
0.19840312,0.483,1.0001576,1.0001175
0.51144063,0.116,3.1799333,2.2642524
0.31723437,0.973,0.9997105,0.99976385
0.49620625,0.28,1.935441,1.487004
0.6849156,0.535,1.5063176,1.3031789
0.790025,0.176,3.3553038,2.8713112
0.061240625,0.233,1.0000079,0.99991226
0.3678,0.371,1.0349381,1.0117757
0.6548344,0.915,1.007896,1.0040421
0.84450936,0.45,2.294061,1.9441602
0.5478594,0.235,2.469269,1.8809197
0.53549063,0.133,3.120362,2.2919192
0.8270781,0.773,1.25141,1.151593
0.20568125,0.613,1.0003071,1.0002158
0.42101875,0.608,1.001781,1.0010358
0.4648,0.185,2.4665368,1.739252
0.8609375,0.056,3.8308291,3.310938
0.7948625,0.721,1.2903032,1.1746215
0.8762125,0.732,1.4225484,1.2708172
0.393925,0.146,2.3849065,1.532513
0.20924687,0.456,1.0000833,1.0000958
0.8952031,0.178,3.4718423,3.0668426
0.9543625,0.637,1.8664927,1.6155773
0.773725,0.484,1.9561691,1.6477007
0.5081,0.448,1.2385416,1.1155162
0.5403219,0.458,1.3099648,1.1582863
0.08094688,0.792,1.000153,1.0001122
0.6300281,0.763,1.036844,1.0189419
0.6809375,0.971,1.0067258,1.0039846
0.06425625,0.465,1.0000412,0.9999827
0.0301875,0.366,0.99996114,0.99985117
0.01663125,0.504,1.0000633,0.9999838
0.82684064,0.769,1.2578318,1.1557236
0.16192813,0.507,1.0001098,1.0002103
0.9156031,0.061,3.8347728,3.374903
0.4129125,0.103,2.962911,1.8260304
0.58440936,0.876,1.0029464,1.0016437
0.042940624,0.188,1.0000799,0.9998255
0.22699375,0.388,0.9995998,0.9999623
0.29625937,0.528,1.0003039,1.0002385
0.017696874,0.132,1.0001535,0.99983996
0.8894344,0.456,2.3826015,2.0346847
0.7769281,0.702,1.2944111,1.1759915
0.5937312,0.25,2.5426908,1.989969
0.38385624,0.915,1.0001397,1.0001376
0.24735938,0.056,1.0513123,1.0020303
0.09187187,0.676,1.000185,1.0001148
0.103025,0.815,1.000118,1.0001172
0.9042625,0.741,1.4572891,1.2982807
0.2078625,0.161,1.000145,0.9996671
0.069528125,0.614,1.0001714,1.0000669
0.6287406,0.659,1.1154757,1.0604529
0.72076565,0.071,3.70942,3.0442214
0.7575156,0.611,1.469406,1.2900939
0.2559875,0.421,0.9998415,1.000116
0.60051876,0.542,1.2598624,1.1386745
0.8098906,0.209,3.2506676,2.794085
0.25319064,0.321,0.9998316,1.0002177
0.7066344,0.699,1.1777451,1.099267
0.4732875,0.743,1.0010092,1.0007232
0.79916877,0.503,1.9525061,1.651882
0.17091562,0.88,1.0000389,0.9999458
0.5730219,0.171,2.9689457,2.27021
0.7469531,0.069,3.7337334,3.1011043
0.13684063,0.036,1.0005069,0.9996641
0.66823125,0.096,3.5540671,2.8568208
0.8635375,0.117,3.6427078,3.1895878
0.15647188,0.147,1.0000827,0.99998325
0.54379374,0.352,1.7501531,1.412735
0.2992781,0.942,0.9997004,0.9997662
0.26624689,0.797,1.0001562,1.0000788
0.64589065,0.316,2.3434703,1.8875774
0.7817562,0.094,3.662173,3.1086414
0.49091876,0.799,1.0008068,1.0005732
0.22514687,0.821,1.0001187,1.0000535
0.8788813,0.997,1.0912492,1.0660237
0.32716563,0.817,1.0002046,1.0000299
0.9010031,0.006,3.9833713,3.4045799
0.9538594,0.925,1.2122744,1.1460611
0.23702812,0.086,1.0060682,0.99800557
0.02924375,0.564,1.0001199,1.000046
0.27842188,0.677,1.0004976,1.0002897
0.054140624,0.795,1.000101,1.0001048
0.7837531,0.82,1.1284738,1.0728513
0.5677125,0.674,1.0388122,1.0194192
0.46340314,0.377,1.2927371,1.1332548
0.208825,0.607,1.0003195,1.000221
0.91279376,0.446,2.4788694,2.1272182
0.35009375,0.358,1.0218452,1.0065985
0.8743687,0.374,2.6876411,2.3038206
0.53255,0.729,1.0077306,1.0040885
0.57437813,0.074,3.5661883,2.651157
0.65155935,0.548,1.375526,1.214003
0.68102187,0.594,1.3301234,1.1897221
0.5321781,0.613,1.0456733,1.0219312
0.8863125,0.537,2.0541143,1.7547363
0.17885312,0.573,1.0002148,1.0002096
0.60213435,0.792,1.015255,1.0079263
0.29685938,0.395,0.9999793,1.0001541
0.9283,0.103,3.7250643,3.3152058
0.35565,0.96,0.99995047,0.99999315
0.5438344,0.849,1.0016072,1.0009512
0.004484375,0.518,1.000145,0.99998295
0.12521875,0.77,1.0001266,1.0001154
0.117434375,0.995,0.99991566,1.0000991
0.3246906,0.123,1.9082782,1.2088792
0.30419064,0.91,0.9998003,0.9998134
0.51250315,0.138,3.022486,2.1743383
0.7511656,0.513,1.7760009,1.5058004
0.19161563,0.06,0.9984271,0.99824584
0.8210375,0.209,3.267338,2.8184538
0.45850313,0.622,1.0054805,1.0026461
0.92293435,0.724,1.5378634,1.3585981
0.42297813,0.403,1.1015408,1.0410153
0.89065623,0.748,1.4142799,1.2665217
0.6012125,0.723,1.0372926,1.0190735
0.19728437,0.827,1.0001507,1.0000064
0.8361625,0.135,3.5603733,3.0948067
0.38660312,0.802,1.0004237,1.0002264
0.61055,0.974,1.001482,1.0008719
0.41481876,0.553,1.0042156,1.0020587
0.7968938,0.442,2.1995115,1.8491877
0.86579686,0.246,3.1905172,2.7768314
0.5463625,0.972,1.0008093,1.000338
0.27813438,0.444,1.0000064,1.0002495
0.847025,0.917,1.1030766,1.06393
0.919825,0.647,1.7531568,1.5205749
0.5012531,0.976,1.0003031,1.0002645
0.28320938,0.518,1.0002949,1.0002575
0.47100937,0.918,1.0001304,1.0003028
0.10365,0.076,0.99971664,0.999626
0.593375,0.671,1.0623103,1.0315684
0.6451219,0.166,3.1652021,2.5363603
0.2619875,0.431,0.9999211,1.0001608
0.1638125,0.215,0.99987966,0.9998833
0.927225,0.499,2.3023603,1.9750243
0.4762031,0.179,2.5709128,1.8213162
0.8726875,0.452,2.3576696,2.007785
0.359,0.63,1.000381,1.0000781
0.39235625,0.253,1.4699548,1.1768017
0.79011875,0.011,3.9610977,3.2507305
0.56220937,0.934,1.0010463,1.000502
0.6057,0.896,1.0035781,1.0019363
0.087875,0.299,0.9999036,1.0000674
0.36650625,0.243,1.3466449,1.1157684
0.43785,0.205,2.143782,1.5226101
0.6837625,0.288,2.6102915,2.1285706
0.92941564,0.678,1.6801982,1.4658785
0.10146875,0.653,1.0001655,1.0001292
0.90915936,0.43,2.5352354,2.1769352
0.58860314,0.933,1.0014997,1.0008205
0.54849064,0.865,1.0014787,1.000854
0.6436125,0.077,3.6218402,2.8471568
0.22965625,0.063,1.0067708,0.9980686
0.42692187,0.98,1.0000783,1.0003467
0.41261563,0.999,1.0000427,1.0002643
0.600275,0.888,1.0035692,1.0019412
0.12280625,0.87,1.0000274,1.0000868
0.174025,0.004,0.9986591,0.997865
0.6545156,0.702,1.1016155,1.0537939
0.43295,0.062,3.4368076,2.0925605
0.61717814,0.771,1.0268277,1.0137861
0.88067186,0.215,3.3270745,2.9182847
0.47072187,0.84,1.0003948,1.0003228
0.15430625,0.667,1.0001974,1.0001825
0.21022187,0.245,0.99966484,0.9998346
0.24560313,0.211,1.0003768,0.999659
0.815225,0.421,2.3408895,1.9739217
0.0086375,0.285,0.99996716,0.9998222
0.03474375,0.191,1.000129,0.9998208
0.77372813,0.126,3.5339854,3.0039542
0.4774625,0.854,1.0003972,1.0003217
0.027528126,0.836,0.9999222,1.0000983
0.03394375,0.634,1.0001655,1.0001014
0.45585626,0.407,1.1822578,1.0803868
0.8216031,0.42,2.3621564,1.9944054
0.14790624,0.667,1.0001831,1.0001805
0.6915875,0.473,1.7511028,1.4718412
0.3614125,0.35,1.0431232,1.0140071
0.9185187,0.519,2.2036579,1.8876643
0.5049625,0.573,1.0468934,1.0217029
0.313125,0.653,1.000566,1.0002073
0.83912814,0.035,3.8893592,3.3068275
0.145225,0.467,1.0000262,1.0002238
0.16830313,0.044,1.0002816,0.9987512
0.1179375,0.711,1.0001576,1.000139
0.58991563,0.307,2.1912513,1.7327353
0.65954375,0.05,3.764255,2.9500313
0.15494688,0.893,0.999989,0.99998033
0.886875,0.805,1.292717,1.1835344
0.05443125,0.81,1.0000794,1.0000988
0.586675,0.398,1.7047257,1.4046328
0.67889065,0.231,2.8960805,2.3613224
0.5831375,0.799,1.00915,1.0048901
0.9567062,0.497,2.379264,2.050326
0.51526874,0.087,3.3959055,2.3924863
0.3349,0.344,1.0133817,1.0036373
0.7886969,0.844,1.1101422,1.0622661
0.45470938,0.059,3.505423,2.2134712
0.6501688,0.11,3.4643288,2.7640686
0.62995315,0.294,2.4104996,1.926319
0.18828125,0.202,0.99981177,0.999916
0.10300312,0.181,0.9997029,0.99980456
0.8254,0.421,2.3677979,2.0006266
0.65630937,0.688,1.1191065,1.0634791
0.17957813,0.812,1.0001493,1.0000175
0.04296875,0.213,1.0001013,0.99984366
0.48875,0.539,1.0550246,1.0248724
0.2512,0.951,0.9998282,0.99988776
0.36004376,0.697,1.0004718,1.0001146
0.03413125,0.084,0.99972624,0.9997137
0.85625315,0.665,1.5512224,1.3601823
0.13215625,0.038,1.0003748,0.9996972
0.44769374,0.502,1.037429,1.0156548
0.35017812,0.867,1.0001383,1.0000168
0.02880625,0.307,1.0000093,0.99983126
0.75960624,0.388,2.3356671,1.946839
0.6234437,0.162,3.1427796,2.484812
0.487025,0.93,1.0002294,1.0002775
0.005353125,0.314,0.9999277,0.9998206
0.17901875,0.432,1.0000229,1.0000468
0.0752375,0.42,1.0000114,1.0000259
0.5074594,0.436,1.2686586,1.13077
0.56784064,0.068,3.5945501,2.646798
0.16972187,0.668,1.0002327,1.0001825
0.7886406,0.716,1.2886351,1.1731001
0.17403124,0.319,0.99981546,0.9998631
0.5976375,0.416,1.6664394,1.3844076
0.943,0.741,1.5356532,1.359556
0.27690938,0.445,1.0000148,1.0002435
0.12199063,0.465,0.99999887,1.0002302
0.4479375,0.233,1.9864519,1.4603502
0.14493126,0.867,1.000016,1.0000271
0.6175156,0.342,2.103098,1.690006
0.14483126,0.454,1.0000085,1.0002141
0.60473126,0.846,1.0074866,1.0039334
0.5811812,0.661,1.0579723,1.0291193
0.8856375,0.734,1.4366628,1.2816803
0.25506875,0.542,1.0003204,1.0002999
0.18246563,0.634,1.0002539,1.0002029
0.5732875,0.266,2.3706603,1.8433917
0.81064373,0.585,1.6842287,1.4506391
0.8610625,0.78,1.2950429,1.1826601
0.6566687,0.341,2.2473564,1.8214054
0.316825,0.229,1.1048396,1.0232261
0.6284062,0.686,1.0866958,1.0450412
0.111365624,0.104,0.99976104,0.9996594
0.3470531,0.673,1.0004718,1.0000992
0.8855875,0.777,1.343232,1.2171519
0.7079375,0.598,1.384139,1.227165
0.5953625,0.629,1.103865,1.0529622
0.6870375,0.287,2.624813,2.1431274
0.622625,0.321,2.2353065,1.7894001
0.77716875,0.463,2.0534184,1.7248188
0.28795,0.113,1.4588119,1.0564357
0.014465625,0.762,1.0000468,1.0001422
0.3845,0.094,2.9080644,1.6888142
0.8402563,0.874,1.1344255,1.0802261
0.61366564,0.07,3.629792,2.7830272
0.89563125,0.163,3.5213912,3.1133096
0.81228125,0.192,3.3220196,2.8616855
0.6301375,0.019,3.903132,2.9202545
0.10544375,0.964,0.9999543,1.0001014
0.08885313,0.481,1.0000359,1.0000933
0.87695,0.802,1.2819133,1.1754445
0.6179938,0.039,3.7959762,2.8626885
0.053171877,0.873,0.9999686,1.000061
0.26329687,0.889,0.9998658,0.999926
0.9057969,0.969,1.1225836,1.0872711
0.62257814,0.561,1.2696238,1.1467052
0.20550312,0.764,1.0002177,1.0001048
